2-cell	4-cell	8-cell	early_2-cell	ICM	mESC_rep1_merge	mESC_rep1	mESC_rep2	mESC_rep2_merge	MII_oocyte	zygote
AC157822.1	0	10.702925	0	0	0	0	0	0	0	0	0
AC157822.2	0	0	0	0	0	0	0	0	0	0	0
Acaa1a	1.188325	3.43807475	5.1928185	3.440586	19.5297168333333	14.826231	14.996045	6.8729	6.3583082	3.3378505	3.265071
Acaa1b	0.3592155	0	0.5297085	0.193239	4.47191666666667	0.276044	0.229648	0	0	0.23945655	0.148875
Acaa2	0.95472	3.025825	14.370235	2.01932	159.234333333333	12.4405	12.2569	56.302	55.4351	1.38171	2.738485
Acaca	4.0286175	4.4042105	3.3876427	2.6411179	5.3390014	4.6554206	4.54925695	34.9063225	33.770103	3.1272048	2.69390705
Acacb	0.6963251	2.5188845	1.839558061385	2.630351	1.130991	10.357339	10.00863	11.804915	11.952097	2.881611	2.89252497945
Acad10	1.1837013	1.1068576	0.90012255	0.61073995	3.20983633333333	0.2706605	0.489686	1.317529	1.044039	0.649875	0.1946794
Acad11	3.33121305	4.60746595	6.8178919893005	5.88540425	13.2529723333333	1.86461	1.8079595	0.2392505	0.233709	9.119076	8.483279
Acad12	1.1406515	0.8775074	0.968827	1.48263390117212	2.635698	0.6521	0.730164	0.700456	0.275475	2.808983	1.46608575
Acad8	6.4009055	28.277549	30.438518	1.490383072075	13.0499463333333	40.75244	40.72492	11.0021635	9.97909	0	0.6128727494
Acad9	5.513431	29.704266	22.464395623041	4.5341737403	60.9427796666667	18.040962	18.725088364205	11.0759540232819	7.839047	10.808958	4.2287895
Acadl	1.5543625	35.737485	115.0354	3.13502	142.882736666667	12.5181	12.58995	0.3151955	0.29289	4.442525	4.6750785
Acadm	77.62641825	116.6212015	200.2009735	68.6332	86.4424448219153	102.6162	100.3302	87.77786083805	88.2571396	99.368322	62.63943
Acads	3.4749155	13.540505	19.03696637625	0.0236513	7.543522	3.74999	3.993527	3.495315	2.611251	0.04338205	0.0338793
Acadsb	9.380745	2.48013	4.2186495	23.272427	11.06789	3.118957	2.8893445	11.8977965	10.42872	25.221765	36.401613
Acadvl	1.00450200244165	7.8975335	5.54648125	1.7902164	42.4857973333333	16.77873	16.949195	41.536240159942	42.18162	0.9226345	1.491268
Acan	0	0.02227475	0.0390157	0.0333481	0.140479733333333	0.0701089	0.0580213	0	0	0	0.02399845
Acap1	1.18089425	0.8119005	0.6573775	1.096088	0.0559588	14.055121	14.07618	5.0948615	4.7825575	0.24994085	0.727663
Acap2	1.456065	0.920752	0.744232	10.58805	1.67112666666667	1.0828	1.09426	1.30748	1.28524	23.34185	11.48715
Acap3	3.427801	3.51748	1.2920130063925	2.049887563328	0.189272833333333	0	0	1.11621	1.13736	1.45687035334025	1.28038192145
Acat1	31.636325	22.93565	17.88378	186.462885	6.68035166666667	13.2025	12.89685	19.7747745	20.0617	166.8305	131.5185
Acat2	7.8865995	13.223231	10.55347	5.398578	18.2686836666667	54.5273	54.2426	76.10715	75.3566	1.4467085	4.673785
Acat3	0.8658415	0.160736	0.574269	1.1003885	1.86067633333333	0	0	0	0	0	0.8184075
Acbd3	13.8697265	4.219906	5.0838935	44.59773	3.315489	6.2859167	6.16750505	5.800349	6.1957252	46.330933	96.5954855
Acbd4	1.0459264	5.8550430058875	10.1900672532071	1.16115905	1.25125753333333	2.177997	2.2983845	0	0	0.687321	0
Acbd5	54.44154004995	33.6213920405	29.15931265	101.89335	10.3630433333333	6.15530843645	6.1758014415	5.22354094135	5.0534084692	112.133420006215	116.481521
Acbd6	5.9019864	8.336944	13.96895885	23.2087295	13.9305573333333	36.456416	36.6701545	21.39575	21.4685	12.8111995	16.7275465
Acbd7	8.702905	1.681085	0.4028775	12.65865	0.54767	20.1376	19.395	21.21115	20.963	25.14445	9.26192
Accs	0.89996885	3.599079	3.70638325	1.083818	1.4067401	8.8244973	9.169869	0.051763	0.0657709	0.451677	0.61876134615
Accsl	184.610485	23.3490755	5.421941	2689.1931	1.44217966666667	0	0	32.67405	35.46705	4119.0938	1744.547985
Acd	26.1925	34.8152	33.0076	275.9425	27.9728666666667	21.4734	21.98355	24.2672	24.7575	91.78495	103.8822
Ace	0.029923	0.02405505	0	0.19025725	0.6197023	0	0	0	0	0	0.0784555
Ace2	0.2636632	0.1328805	0.3704014	1.4045085	0	0	0	0	0	1.17886365	2.232558
Ace3	0.069541	0	0	0	0.0212678333333333	0	0	0	0	0	0
Acer1	3.61331	3.7884	2.05807	0.1453403	1.31256566666667	0	0	0	0	0.06206	0.409745
Acer2	16.539157	20.9627385	21.9899135	3.51823045	24.2924108666667	5.8698761	5.923958	12.16739	11.10741	0.5638695	1.54549815
Acer3	7.7216556	10.70835755	21.94870275	20.9647582	6.5813217	7.6274514	7.6591305	6.346416	6.3173908	3.5609475	7.855105
Ache	0.02847465	0	0.02091695	0.02310525	0.0381125333333333	0	0	0.0969965	0.0708151	0	0
Acin1	13.9680641876798	13.6020457857953	18.7047003178695	5.5736235	13.358303212802	23.8283224144	23.7757210390566	35.51679835	37.5273710030772	8.943536	15.12114475
Ackr1	0	0	0	0	0	0	0	0	0	0	0
Ackr2	0	0	0	0	0.0367283666666667	0	0	0	0	0	0.067158
Ackr3	0.065364	0.2391565	0.5195245	3.164841	1.943407	0.350797	0.4185189	0	0	3.0508275	3.162821
Ackr4	0	0.3303946677625	0.22744472487605	0.13032925	0.282580964982386	0.0832178	0.1051875	0	0	1.109101	0.6733705
Acly	9.26176099825	18.8111165	18.165755	25.74217555	26.97770182	38.735917	38.73187	80.06948467545	82.034201804	19.07661	13.0287313
Acmsd	0.4201195	0.2849705	0.18885042	0.09794425	0.465678	0	0	0	0	0.03822995	0.04685115
Acnat1	10.5975395	3.137465	5.1687845	1.2607945	7.31197966666667	6.20156	6.15703	9.02379	9.3683	1.11189	6.94832
Acnat2	0	0	0	0	0	0	0	0	0	0	0
Aco1	2.2897725	2.321407	2.421645	16.99725	28.404179	6.64146	7.328405	4.31916	4.28036	4.71718	13.3266
Aco2	26.3219055	42.906705	31.034142	43.858084	74.7235543333333	23.298226	23.52057620556	47.59715	46.987	24.2232	18.76735
Acod1	0	0	0	0	0.0176434	0	0	0	0	0	0
Acot1	0.06861	0.315201	0.227939	1.188065	0.141778333333333	3.70272	3.76289	0.802466	0.74649	0	0.19782515
Acot10	0	0	0	0.060619	0.0646976666666667	0	0	0	0	0	0
Acot11	1.08786721	3.872377	1.95980558	0.678234	2.72370766666667	2.1514521	3.530335	0.0613115	0.0644829	0.612129	0.5317215
Acot12	0	0	0.02533595	0.150295	0.0218886666666667	0	0	0	0	0	0
Acot13	88.8616	92.3172	42.3541	26.8985	41.1914333333333	31.9729	31.3027	28.4208	30.9212	4.12808	22.7936
Acot2	0.5583665	0.455879	0.722364	3.130955	0.864775	2.91546	2.782815	0.3424235	0.250579	0.8810355	1.4148985
Acot3	2.4417855	0.04458655	0	27.085602	0.108108366666667	0.102356	0.084709	0	0	7.654143	15.38089
Acot4	0.202137	0	0.16326035	1.7985445	0	0	0	0	0	1.0454045	1.431773
Acot5	0.325187	0.4365465	0	2.652199	0.328977	1.03428	1.023677	0	0	2.921005	0.959296
Acot6	0.10005725	0	0.10333175	0.209172	0.282490166666667	0	0	0	0	0	0.0798775
Acot7	16.439403	29.0250135	27.163245	44.03802	9.79744333650364	26.27491	26.38855	24.76845	25.1094	19.15751	28.1014085
Acot8	50.208851	86.3321945	84.928197	17.1347865	36.6754666666667	27.77698	27.906355	21.78647	19.5523	5.160095	5.4926285
Acot9	13.133136	18.2025985	56.1121885	43.428571	46.6625443333333	71.4594	70.57185	84.444585	85.0834	42.45097	70.166535
Acox1	7.62154305	8.5061595	4.867898725	16.210313	10.9867486666667	5.032824328	5.186505	6.0438425	6.294970392	12.5511186	10.8592815004984
Acox2	0.314391	0	0	0.5073102	0.302072	0.075048	0.062109	0.966555	0.724978	0	0.2660428
Acox3	2.9480959	1.9630805	1.17631315	38.0116395	4.1045366	0.38805706	0.5537375	0.811988	0.812749	45.423121413	27.039953384
Acoxl	1.082367	2.681506	2.7079425	13.6345835	4.10761533333333	0	0	0	0	29.60114	11.656799
Acp1	6.321975	17.570405	30.96409	21.170865	81.5092	55.6666	55.586975	33.1585	33.75125	17.32379	29.64005
Acp2	0.5184907	0.951095	2.421036	2.8361195	8.151336	8.79674	8.319815	2.0484505	2.300425	4.58277	2.197197
Acp5	0.9954575	2.92889950070601	32.242085	4.57959	36.72132	2.133	2.31726	0.17514	0.222536	2.49928845	2.6171872
Acp6	1.89898945	1.430381	2.465019	27.837051	17.022291	27.786099	28.162539	36.171812	36.643199	27.54998435	23.269587
Acp7	0.604527	2.0542895	0.365767	0.103307	0.514787333333333	0	0	0	0	0	0.147517
Acpp	4.52859915	6.7725086	19.3480975	34.3669	6.851001	0	0.480107	0.04594	0.0583721	49.782279	35.17785555
Acpt	0.0652725	0	0.1271055	0.125185	0	0	0	0	0	0.509733	0.46953
Acr	0	0	0	0	0	0	0	0	0	0	0
Acrbp	2.492473	2.0208095	2.4134705	1.07273	4.48356616686333	16.981446	16.10297	13.691835	13.180301	0.1811515	0.1710675
Acrv1	0.146255	0.38113225	0.1378238	2.52605485	0.196832766666667	0.117632	0.12073	0	0	2.252975	1.4083466
Acsbg1	0.541308	1.502515	3.270745	0.4771707	3.32535266666667	0.125129	0.1035555	0	0	0.052839	0.0533123
Acsbg2	0.8746795	0.2863055	0.535909	0	1.32970366666667	0	0	0	0	0.057241	0.03606195
Acsf2	1.992912	4.194875	3.80453	1.267643	15.36128	2.04048	2.061665	5.364208	5.93813	2.8947555	0.7371345
Acsf3	0.1640545	0.974732	0.792078	0.9669365	2.71177666666667	9.99867	10.071265	0.733072	0.747879	2.31614	1.237107
Acsl1	4.0386748	4.33988945197127	2.4977387	29.6969860059368	1.3675466	6.941338	7.20640965	4.3500325	2.573766	30.7270431	27.447227655
Acsl3	28.030338	30.5736500016715	20.019485	85.811522	11.2950221989	8.93334	8.765095	55.01753	53.92779	193.7216	127.590297
Acsl4	28.721863	36.7272225	62.08169	6.85803700615175	3.64050533333333	8.119140072064	7.96826261282	1.075757	1.136882	5.6933	6.35511471369
Acsl5	0	0.0170802	0.03174265	0.4088325	4.84892666666667	2.1568	2.357645	3.11181	3.02268	0.0926765	0.298891
Acsl6	0.073202725	0.3361756	0.074607	0.40529105	2.21206340653457	0.603649	0.6010975	0	0	0.9813298386	0.870530195
Acsm1	0	0	0	0	0	0	0	0	0	0	0.02998
Acsm2	1.106847195	0.60527945	0.24933295	1.581295	0.2587775	0	0	0	0	1.0654643	2.417013
Acsm3	0.0214749	0.4539879	0.5153405	2.6384091	1.473019	0	0	0	0	2.2351025	1.4737875
Acsm4	0.0182287	0	0	0.960243	0.0322401666666667	0	0	0	0	0.3612355	0.9040065
Acsm5	0	0.01811605	0.02498085	0.852922	0.0648083333333333	0	0	0	0	1.3156465	0.636093095
Acss1	0.0411364	0	0.9662935	0	9.07293333333333	3.867212	3.968068	3.326405	2.67396	0	0.0669536
Acss2	1.40317265	2.72240685	2.68674255	0.42253025	5.03509106666667	0.1665312	0.137819	0.17109	0.21739	0.207264	0.53897445
Acss2os	0.161464	0	0	0	0	0	0	0	0	0	0
Acss3	1.0750138	0.319371	0.898727	1.63094075	3.70189	0.367407	0.4657235	2.647295	2.67162	0.090624	1.3922455
Acta1	0.3735035	0.0407563	0.172968	0.2965485	0	0	0	0	0	0	0.1386305
Acta2	0	0	0	0.1536495	0.172959	0.107212	0.088724	0.21754	0.159424	0	0
Actb	44.190266	74.1706065	228.021446	117.2125855	1270.24208233333	868.17642	873.403155	745.966535	745.07774	40.83455	67.407977
Actbl2	0	0	0	0.126164	0.0452709	0	0	0	0	0	0
Actc1	0.1458905	0	0.130418	0	0.133756333333333	0.268012	0.2796995	0	0	0	0
Actg-ps1	0	0	0.02682295	0.166363	0.131728333333333	0	0	0	0	0	0
Actg1	27.9431389503	72.1679465042146	226.022182	121.016034	1737.25712235333	1731.790867	1733.078994	2274.34478	2288.735333	33.2156	94.884385422588
Actg2	0.3735685	0	0.0208526	5.805572	0.08639	0.159972	0.2011485	0	0	3.3166535	5.10657689509
Actl10	0.054493	0	0	0	0	0	0	0	0	0	0
Actl11	0.0123631	0	0	0	0.0328818333333333	0	0	0	0	0	0
Actl6a	51.3313775	139.964076	133.79814725	161.647316	127.720338	191.478269	188.8980345	221.695535	222.26807	55.5786	112.1087885
Actl6b	0.0284454	0.01737415	0	0	0.0192818666666667	0	0	2.6231935	2.291773	0.04716685	0.0193478
Actl7a	0	0	0.210357	0	0	0	0	0	0	0	0
Actl7b	0	0	0	0.196725	0.051352	0	0	0	0	0	0
Actl9	0	0	0	0	0.0368213333333333	0	0	0	0	0	0
Actn1	0.8917185	0.859133	3.6853635	3.253831	5.10553	4.742783	4.7529935	2.425275	1.9532	14.5306855	5.635725
Actn2	9.2491957745	15.002175	22.98778875	0.8078375	4.23411333333333	6.6274407	6.238283	2.418745	2.29159	0.2435435	0.9295468
Actn3	1.3322515	0.3385725	0.5024155	13.2664115	0.247803666666667	0.187694	0.2101645	0	0	3.84433	6.5613285
Actn4	13.743603	36.2094615	56.14009915	49.9013885	48.714679	63.354881	63.947625	68.16397	69.69343	124.38073	41.28458
Actr10	3.398185	9.641625	21.6038	10.644035	20.9457	17.3556	17.3413	12.30095	12.6767	10.388265	14.3502
Actr1a	19.42475	27.187	31.0425	148.9105	19.8005	16.7022	16.97355	24.85715	24.4382	113.404	98.52135
Actr1b	1.874186	5.903860225	8.464244	2.7483202	15.7723606666667	27.042369	26.7632065	21.60605252661	21.9271	4.9768335	2.4876975
Actr2	37.2190155	34.59851	43.95053	80.947419	77.18247	58.5435	58.01625	53.6475575	54.174532	38.20233515	90.7829795
Actr3	67.7083355	34.4367783513724	48.7244285031542	214.050362	106.64617155888	77.805126	76.849155450165	143.25665	145.68501	137.234415	200.750633
Actr3b	3.2052025	0.986862	1.0558025	7.244069	6.30543566666667	16.2336	15.6848	17.662015	18.00766	4.593905	5.1314335
Actr5	7.2350995	9.962392	7.6136265	0.30966675	1.50494966666667	3.624645	3.611105	0	0	0.2124534	0.1284575
Actr6	35.56865	35.6585	45.02865	5.43511	19.4155666666667	21.9078	21.51115	26.2092	27.3886	8.4728	10.484755
Actr8	4.532305	7.623125	9.03021	45.89875	16.2911	7.72824	7.85087	14.773	15.5096	53.3208	44.3118
Actrt1	0	0	0	0	0	0	0	0	0	0	0
Actrt2	0	0	0	0	0.0349376666666667	0	0	0	0	0	0
Actrt3	0	0	0.0786515	0	0.725687666666667	0	0	0	0	0	0
Acvr1	0.39656305	0.700763	0.5374715	0.6880752	0.4286887	0.12461	0.1031255	0	0	2.81717796	0.65798315
Acvr1b	0.390704	0.220454	0.06107235	1.033683	0.412681	2.88906	2.948435	0.04599525	0.0584424	2.428885	1.24596
Acvr1c	0.05465895	0.0168885	0.0132202	0	0.0338267333333333	0.0185086	0.0153175	0	0	0	0.00621335
Acvr2a	3.119335	3.698415	2.9611955	0.742656	1.65613383333333	0.0909715	0.075287	0	0	1.76973	0.6645976
Acvr2b	1.1172155	1.093411	1.748005	1.52995	2.31812333451726	5.21962	5.304175	5.9528800030976	6.07845	3.558825	1.4128835
Acvrl1	0.20297705	0	0	0.300084	0	0	0	0	0	0	0.03499035
Acy1	1.24116655	12.579658	11.8042312	3.047274	5.397819	21.154449	21.0715875	47.804041	46.724477	2.3576985	2.320239
Acy3	6.699825	1.93462	1.69806	5.620565	1.62601	6.00824	6.101715	0.459703	0.584107	0.615031	3.57524
Acyp1	65.41911	51.1566765	28.9760945	2.472977	26.0099466666667	44.1486	42.8398	22.8048	21.124	0.386517	3.189867
Acyp2	2.01625	3.141085	5.282515	0.4856355	11.8037866666667	0.530781	0.439268	5.461785	5.21594	0.356398	0.087938
Ada	1.973905	1.533234	1.009042	61.9083	2.21816566666667	7.53043	7.271375	9.30864	9.33846	11.03614	28.7677
Adad1	0.3412818	0	0	0.66420645	0	0	0	0	0	0	0
Adad2	0.1014954	0.364924	0.42757605	0.646927	0.300850333333333	0	0	4.159245	4.21639	1.0729785	0.2321435
Adal	2.4283562	11.4212955	10.05852228746	7.329697	10.591758237	2.336155	2.2612675	7.4834615	7.71249	3.921742	7.17605750065249
Adam10	13.050937	11.650062	10.641887	12.2676205	5.83680333333333	1.78315	1.82654	0.4066655	0.392111	20.0357	13.76618
Adam11	0.1470419	0.53633115	0.01106475	0.1418508	0.111550733333333	0.339349	0.297445	0	0	0	0.09575225
Adam12	0.42789945	0.41557515	0.3249334	1.2206805	0.6075168	0.405307	0.3937845	0	0	0.706762	1.2571195
Adam15	0.2794016	2.14401575	6.93561695	0.9700163	12.8664503333333	5.674585	5.072765	19.56829	17.682583	0.32761475	0.03014015
Adam17	32.6104950064361	45.99738265	39.034574	40.824900009405	6.56514	2.52039074176	2.5354291	22.1876715	22.056068	62.979185	51.93014765
Adam18	0	0	0	0.0706762	0	0	0	0	0	0	0
Adam19	0.534468	0.572131	0.9707815	0.31437155	3.71735666666667	0.269879	0.28427	1.589498	1.78408	0	0.21378195
Adam1a	0.235154	0.739598	0.686434	0.571614	0.152844333333333	0	0	0	0	0.56383	0.329719
Adam1b	0.01834465	0.173008	0.176527	0.0384341	0.0365086333333333	0	0	0	0	0	0.0551395
Adam2	0.1505815	0.0428431	0.2865865	0.2993345	0.616268666666667	0.214424	0.2399845	1.2678935	1.37663	0.03027565	0.09786485
Adam20	0	0	0	0	0	0	0	0	0	0	0
Adam21	0.051788	0	0.044482	0	0.262503	0	0	0	0	0.2055975	0.0207129
Adam22	2.24349050181615	0.8436712889595	0.926982594323	1.77582300268566	2.01780971120585	8.69623773991042	8.3495748597	3.0069376404945	3.518732459	0.66774621971	1.6742786902835
Adam23	0.1511715	0.1081602	0.06989725	0.6321263	3.0937444	12.39603	12.60253	0.424699	0.37369	0	0.3236539
Adam24	0	0	0.0717975	0	0	0	0	0	0	0	0
Adam25	0	0	0	0	0.0258996666666667	0	0	0	0	0	0
Adam26a	0	0	0.01050755	0	0.0228299666666667	0	0	0	0	0	0.075976
Adam26b	0	0	0	0	0.0276198666666667	0	0	0	0	0	0.0382092
Adam28	0.0954723	0.15558105	0.1007424	0.8513405	0.2062596	0	0	0	0	0.570719	1.1969305
Adam29	0	0	0	0	0	0	0	0	0	0	0
Adam3	0	0	0	0.2505843	0.0185883	0	0	0	0	0.03096245	0
Adam30	0.0418401	0	0	0.0634572	0.0923789333333333	0	0	0	0	0	0
Adam32	0.9952680058761	0	0.3640935	12.1364375	12.0099536666667	0	0	0	0	15.3031245	18.4546356
Adam33	1.1617565	0.23905775924785	0.2249226	0	0.1602158	0	0	0	0	0	0.060648
Adam34	0	0	0	0	0	0	0	0	0	0	0
Adam39	0	0	0	0	0.108008133333333	0	0	0	0	0	0
Adam4	0.3255765	0.180073	0.234116	0.06088315	0.366486566666667	0	0	0	0	0	0.0754725
Adam5	0	0	0	0.0308997	0.0980372666666667	0	0	0	0	0.0727395	0.13384385
Adam6a	0	0	0	0	0	0	0	0	0	0	0
Adam6b	0.1147712	0	0	0	0.0449494333333333	0	0	0	0	0	0.3071649
Adam7	0.3703442	0.0490279	0.018297	5.9774675	0.0649145666666667	0	0	0.10356	0.0756225	0.961467	6.87147
Adam8	0.08102750702	0.902156631	0.179327324	1.860089099	0.725195959426667	0	0	0	0	4.5667015806115	1.076484605
Adam9	2.69258479465	1.554960552285	2.020397	6.1615155	6.58459440632613	6.603211	6.62072	5.2742100102015	5.32346	11.20524174725	4.9869035
Adamdec1	0	0	0	0.081541	0.132440666666667	0	0	0	0	0.0641365	0.0253039
Adamts1	0.0076304	0	0.03244045	0.15012755	0.0244644333333333	0.0711232	0.0901935	0	0	0	0.0407253
Adamts10	0	0.2873565	1.56055105	0.127540333245	1.0484516	0.3327111	0.408387	0.5717635	0.561032	0.03211345	0.25219055
Adamts12	0.0177824	0.2451835	0.0241814	0.415077	0.0379382666666667	0	0	0	0	0.1134464	0.300355
Adamts13	0.06360685	0.01930075	0.239273	0.22799845	0.1427276	0	0	0	0	0.655967	0.0343113
Adamts14	0.04300075	0.62182885	1.1079735	0.01226275	0.1054616	0	0	0	0	0.020383	0.04783995
Adamts15	0.0745483	0.10672335	0.04073195	0.01049725	0.0371113333333333	0.203235	0.219423	0	0	0	0.00974125
Adamts16	0	0	0	0	0.0252846333333333	0.105266	0.1461535	0	0	0.02214935	0
Adamts17	1.9457344	1.23163405	0.0423809	10.843191	0.0197189	0	0	0	0	37.0358685	11.02508695
Adamts18	0.12444785	0.0283618	0.0696577	1.74711	0.0287718666666667	0	0	0	0	0.554311	1.316385
Adamts19	0.06054215	0	0	0.9748795	0.025572	0	0	0	0	1.2218895	1.2378595
Adamts2	0.6288415	0.4690405	0.435483	0.985415	0.121224066666667	0	0	0.175872	0.162666	0.5177952	0.3520795
Adamts20	0	0.231322	0	0.769487	0.0600700333333333	0	0	0	0	0	0.00957485
Adamts3	2.08171035	1.11358015	0.2422457	21.337425	0.2382293	0.507	0.419588	0	0	28.646515	17.7469652735965
Adamts4	0.5656065	0.210019	0.05567965	5.898305	0	1.73554	1.78682	0	0	8.830259	3.9083185
Adamts5	0.01049382	0.00678125	0.0335289	0	0.0251903	0	0	0	0	0.0087559	0.02881045
Adamts6	0.0154649	0	0	0.008755	0.0204411666666667	0	0	0	0	0.05935235	0.0614493
Adamts7	0.0358076	0.1780755	0.1427135	0.3686345	0.172504646666667	0.0359565	0.0297572	0	0	0	0.0185913
Adamts8	0.034977453018943	0	0.0214639054478	0.0714475	0.250541380922	0	0	4.038955	3.95949	0	0.0251859
Adamts9	0.22667765	0.114285	0.02074355	0.56045495	0.620775866666667	0.5693982	0.60219445	3.1633055	3.247034	0.1055259	0.7648251
Adamtsl1	4.46371	0.712382	0.14878135	28.83183	0.4773542	0	0	0	0	99.68635	42.15465
Adamtsl2	0	0.00876405	0.0070904	0	0.0400679	0	0	0	0	0	0
Adamtsl3	0.1041015	0	0	0.270335	0.0120534666666667	0	0	0	0	0.1662347	0.20259575
Adamtsl4	4.9863525	11.735022705	5.327815	3.6583106	2.60576116666667	2.28369	2.17109	1.0996555	1.14731	0.0191746	0.238309
Adamtsl5	0.70889335434939	0.70925255	2.1952005	0	0.387043666666667	0.0427417	0.0353725	0	0	0	0.0168761
Adap1	0.1157795	0.35958535	0.41463115	0	2.98165	1.20765	1.187555	1.028355	1.02398	0	0.4252505
Adap2	0.555743	1.1687215	1.9481	0.465175	0.991942666666667	0.10693	0.088494	0.934513	0.954038	0	0.29979505
Adap2os	1.28532	0.6500965	1.90561	0.20532725	0.729420333333333	0.666542	0.740259	0	0	0.186739	0.147627
Adar	5.88707774755	5.290859	2.6100519	38.4784589	3.8757167	4.148015969267	4.472446525	1.654095	1.71886	35.59205	23.731615
Adarb1	2.088531960694	0.941364057280845	0.455866288601705	5.03169615	0.728983424926667	2.4075347196999	2.4312682996609	0	0	3.4081396175	2.5322692
Adarb2	7.5545005	0.9645675	0.230336	23.603601	2.12304806666667	0.9366768	0.9891815	2.71958	2.7346	21.3954955	22.6467285
Adat1	2.357056	4.0929935	2.610601	2.3693025	2.445453	4.665634	4.5272945	10.897825	10.85396	2.85213	2.321938
Adat2	0.533752	2.11836	2.121755	0.655659	24.1592	4.62997	4.87794	6.14097	6.76328	2.48821	0.626784
Adat3	10.4244331	22.70833775	10.26874175	0.2034698	8.2398758	24.3085	24.70275	7.278534	7.22675	0.4220205	0.2142475
Adck1	2.0416945	10.396107	10.1934295	7.8418455	5.41843	2.49766	2.405115	0.9810155	0.837698	6.152729	5.7275875
Adck2	3.11181	2.33391295	1.3246245	7.2027161	3.77286633333333	0.298707	0.2921355	8.0842025	7.00171	4.007489	6.01407594336
Adck3	4.2610415	12.72320765	4.14379745	1.92312564563721	1.463691689	0.0895638	0.074122	38.375722887002	32.792094	1.9885985	3.99300525
Adck4	5.6810075	11.9710805	10.268245	5.33392985	5.377903	0.17021	0.140864	4.4437615	4.251035	1.175768	4.29118205
Adck5	9.506120025098	12.91578983565	7.624928	1.32058537725	18.1800103333333	6.583741	6.8891250241027	12.62687207015	12.70682	0.44836	1.063093
Adcy1	0.1648365	0.0645495	0.1168315	1.0515285	0.491370266666667	0.0274781	0.0227406	0	0	0.717371	0.740211
Adcy10	0.40234115	0.89832855	0.79053265	0.8918564	0.256684166666667	0.210185	0.219612	0	0	0.2013384	0.46494605
Adcy2	4.23377	0.824084	0.340523	2.147135	0.0261570333333333	0.0415898	0.0344192	0	0	0.0174355	0.07090045
Adcy3	1.1055479	1.126324	2.793797	6.459758455	1.592796	1.2185	1.20892	0.396354	0.415598	12.564206	3.918403
Adcy4	0.0258412	0.063111	0.14761	0	0.164748533333333	0.104732	0.10966785	0	0	0	0.01754865
Adcy5	1.045159	0.12171	0.08239895	3.35477	0.015364	0	0	0	0	2.68837	3.46425
Adcy6	0.16224265	0.18632205	0.900856	0.4330665	0.141085633333333	0.543137	0.5756025	0.0910112	0.0843314	0.3451925	0.288047
Adcy7	2.1831865	1.817235155	2.46259725	0.492435345	0.492385733333333	0.033309	0.02756615	0	0	0	0.824372
Adcy8	0.2465315	0.0325679	0.100876	2.58525	0.0474421333333333	0.0344631	0.0437071	0	0	3.405885	2.4351
Adcy9	0.7949877639145	4.9423613596	7.84969171175	1.5555797812095	0.63879740843	0.078326257852	0.06482166803	0	0	4.803637042585	1.974048237725
Adcyap1	0.0247118	0	0	0.6769145	0	0	0	0	0	1.0104955	1.4789915
Adcyap1r1	0.1749776	0.23515065	0	3.581172	0.511395173794427	0.2802555	0.2319359	0	0	9.18561931724	4.9308405
Add1	26.7880855	31.3995356045	10.91638275	35.29908264	19.0066613333333	25.0956397	26.7940265	16.6093725	17.60395	83.407558	42.80423985
Add2	0.68112430789	0.62187651367	0.1134265	6.83390204775	1.245950653	0.109163	0.11429755	0	0	17.8456215	4.71663174765
Add3	1.3148558	0.617776	1.084053	19.695752	8.481392	9.55674	9.56399	7.552645	7.63979	45.649586	23.712475
Adgb	0.07597775	0	0	0.42415345	0.243916	0	0	0	0	0.213605468045	0.381937455
Adgra1	0	0.131512	0.00532685	0.1575022	0.037349	0	0	0	0	0.02960925	0
Adgra2	0.4766945	0.26713055	0.08831115	0.1290965	0.194958666666667	0.101338	0.11363875	0.584458	0.544947	0.02824625	0.01133075
Adgra3	2.90091105	1.1993718	0.1591787	22.4116771	0.5349699	4.86883	4.698165	0.243204	0.19576	20.224355	19.52866
Adgrb1	0.04767385	0	0.2943314	0.17391735	0.0588865666666667	0	0	0	0	0.578126955	0.12615775
Adgrb2	0	0	0.0163008	0	0.1303018	0	0	1.611123	1.230098	0.1029834	0.0201876
