gene	MII_oocyte	zygote	early_2cell	2cell	4cell	8cell	mESC
Olfr810	0.18813	0	0	0	0	0	0
Olfr835	0	0	0	0	0	0	0
Vmn1r23	0	0	0	0	0	0	0
Ccdc159	0	0	0.059517	0.0308033	0.189204	0	0.0955181
Hsd3b2	0	0	0	0	0	0	0
Hnrnpr	4.27075	4.02297	3.95579	10.0842	6.936	5.57883	7.80136
Mir6418	0	0	0	0	0	0	0
Slc9a8	0.346395	0.238808	0.136198	1.23159	2.0275	0.945411	0.17734
Zc3hav1	0.415506	0.389635	0.782163	2.6224	1.47916	1.33889	0.579124
4930425K10Rik	0	0	0	0	0	0	0
Vrk1	11.7809	14.7919	6.55229	9.68169	23.7311	28.9348	12.1059
Phf8	23.891	19.2057	20.322	4.21502	2.17377	3.64939	1.55144
Ido1	0.0501366	0.0696702	0	0	0	0	0
Slitrk5	0	0	0	0	0	0	0.0553038
Tcp10a	0	0	0	0	0	0.00839169	0
Chrm3	1.52405	0.767308	0.793132	0.728491	0.153079	0.0240111	0
Zbtb4	0	0	0.0102412	0.0489312	0.0530323	0.0611294	0.116983
Npy1r	0	0	0	0	0	0	0.0453729
Serpine2	289.5	150.077	68.7357	5.59473	3.15329	3.28436	0.755006
2610034M16Rik	4.46161	7.45613	4.93598	1.28048	0.0254182	0.00898902	0
Tprgl	16.0058	16.4784	27.3465	25.425	4.64378	3.27645	11.4824
Mir194-2	0	0	0	0	0	0	0
Cyp2c68	0.257585	0.437322	0.250625	0.0131038	0.0321211	0.0787883	0
Zfp266	0.0101696	0	0.0257109	0.0272623	0.174415	0.00589203	4.81998
1810007D17Rik	0	0	0	0	0	0	0
Olfr1340	1.1133	1.74698	2.7413	0.434989	0	0	0
Opn4	0	0	0	0	0	0	0.0650837
Emr4	4.55775	10.162	4.91964	0.954603	0.061369	0.065027	0.0387035
Ncor1	11.6075	9.15425	3.92422	10.6055	4.1535	4.4335	13.2229
Tnfrsf21	1.29644	3.31721	2.49376	0.0965433	0.176864	0.218704	2.19357
Slmo2	49.7163	33.0554	46.432	27.4059	19.0526	12.6682	60.9518
Ska1	9.73261	18.4594	13.9904	66.7126	37.4987	18.1429	16.1432
6030419C18Rik	0	0	0	0.0212474	0	0.0731216	0
Pus3	3.50379	13.4571	10.9479	6.22626	13.0507	12.7211	7.93985
Fry	3.74454	2.35862	3.08191	1.43367	0.17282	0.415803	1.02855
Exoc3l	0.0276081	0	0.0171211	0.0359172	0.109827	0.247484	1.60774
Scube1	0.0833154	0.00598132	0.0817315	0.0504144	0.0136589	0.0193773	0.0172151
Mir453	0	0	0	0	0	0	0
Tmc7	4.63729	1.75002	0.82956	0.0289192	0.011766	0	0.356084
Il6ra	0.159627	0.113568	0.474133	4.43123	1.34933	1.11165	0
Ccm2	0.307636	1.02457	1.22573	3.29175	8.09829	2.54078	4.75044
Armc6	6.92196e-120	0.114312	0.101909	1.50837	4.95022	3.23438	3.31389
Zfp648	0	0	0	0	0	0	0
Olfr741	0	0	0	0	0	0	0
Mgat4a	15.393	9.22372	5.70031	8.19786	2.73645	2.2599	0.596298
Adcy2	0.0155342	0.033273	0.927278	3.68238	0.730338	0.391895	0.031759
Mir9-2	0	0	0	0	0	0	0
St3gal4	0	0	0.0431204	0	0.0827064	0.096811	0.626505
Nucb2	0.348587	0.791158	0.770353	10.2123	18.4431	13.2938	1.96623
Izumo3	0	0	0	0	0	0	0
Capn12	3.00486	1.53208	1.5858	0.31851	0.0198207	0.10003	0.850976
1700019E08Rik	0	0.112124	0	0.276308	0.573887	0	0
Cpeb3	1.40707	1.87853	0.921783	2.26304	1.37808	1.49007	0.206289
Atp6v1g3	0	0	0	0	0	0	0
Gm20337	1.43213	1.56591	4.19681	6.54762	3.14916	3.40724	1.35039
Mir7061	0	0	0	0	0	0	0
Arl14	0	0	0.398728	1.67633	0	0	0
AU040972	0	0	0	0	0	0	0
Tdrd6	0.395676	0.148883	0.302563	0.193253	0.0516049	0	0.018589
Kctd5	29.1584	5.605	5.43747	4.97071	12.0487	8.04228	12.1306
Fam134c	2.62982	0.567494	0.268164	4.69833	14.6738	7.82386	0.342039
Pi15	0	0.00658849	0	0.0184911	0	0	0.018951
Pabpn1	14.1739	18.1116	8.38346	140.223	69.1309	44.6665	54.9004
Mtrf1	2.17127	3.39731	2.5659	0.84167	0.545935	0.468017	5.82153
Cidec	0	0.150766	0	0	0.335459	0.493387	0
Mir1187	0	0	0	0	0	0	0
Pip5kl1	0.257706	0.143084	0.155789	0.128905	0	0.0276256	0
Xrn2	85.2353	46.4167	30.5895	19.2812	23.7375	32.5194	20.109
Olfr395	0	0	0	0	0	0	0
Dtx3	0.184242	0.0258687	0.271508	0.0472032	0.0289082	0.2029	0.584009
Apol11b	0	0	0	0	0	0	0.205689
Tfdp1	38.9129	36.0285	34.1558	24.5627	22.7843	26.3983	79.6739
Mir181b-2	0	0	0	0	0	0	0
Ang6	0	0	0.0794075	0	0	0	0
Gm21283	0	0.263779	0	0	0	0.0886605	0.67447
Rpa2	4.82078	18.5555	8.26781	71.8484	105.291	92.1311	57.9372
Tmem50b	21.0696	8.13822	8.4338	94.5317	227.245	340.942	2.64486
Aldh9a1	205.03	163.754	170.651	26.8767	15.7372	6.01461	14.6075
Olfr1445	0	0	0	0	0	0	0
Mir9769	0	0	0	0	0	0	0
Fbln2	0.045158	0.0215015	0.0378537	0.0200055	0	0.0345554	0
Nop58	51.1137	40.8289	6.59709	100.926	125.579	179.833	163.231
Mgp	0	0	0	0	0	0	0
Xpo4	4.42537	8.36877	5.50272	3.28799	7.84648	6.28718	1.4083
Mansc4	4.68755	2.64951	0.606031	0.221196	0.272339	0.491058	0
Krtap19-5	0	0	0	0	0	0	0
Vmn1r85	0	0	0	0	0	0	0
Pbrm1	2.18625	1.49798	0.562078	5.12604	4.14952	2.8849	10.8953
Brms1	3.5206	11.9734	13.5891	52.8787	80.8917	78.9896	6.59715
Gatad2a	28.9359	20.6162	25.5185	38.7957	16.0456	13.5188	12.972
Mup6	0	0	0	0	0	0	1.11798
6430571L13Rik	0	0	0	0	0	0	0.162432
Helz	5.99964	1.83409	1.81143	1.22533	2.24186	6.55795	0.677453
Slc18a1	0.301586	0.0918412	0.0941307	0.0566298	0.103798	0	0.0872959
Clstn3	0	0.0233841	0	0.130382	0.278582	0.553436	0.36806
Chmp5	77.9742	56.0384	66.1707	40.3859	32.6637	32.5876	56.7858
Mir466i	0	0	0	0	0	0	0
Mybl2	32.5367	23.4991	30.8918	15.2962	28.6296	22.4239	13.2215
Nlrp3	0	0.0931898	0.0614955	0.508801	0.29078	0.0654232	0.0333375
Spata5l1	0	0	0	0.109604	0.224474	0.125098	0.113509
Stxbp1	7.38532	5.00312	8.98162	2.52838	0.989661	0.340099	0.589392
I730030J21Rik	0	0.107214	0.266273	0.320793	0	0	0
Limd1	21.0361	7.82821	5.96063	6.96591	3.43072	0.814676	1.99864
Scnn1b	0.354613	0.502479	0.945186	0.0496179	0.0404425	0.01425	0
Lins	2.57612	1.41629	1.81492	0.77309	0.580922	0.492106	0.96282
Med29	0.0488299	0.0802572	1.03415	53.4772	45.7296	25.2609	6.13277
Trim54	0.0981785	0.341342	0.297523	0.27734	2.23094	2.93358	0.0955517
Zc2hc1a	1.8051	3.45796	2.04692	0.169969	0.447219	1.06026	4.59356
Prps2	0.163748	0.0648134	0.113991	0.018039	0.102811	0.342488	2.33412
Wbp1	0.295769	0.571377	0.284578	0.845532	0.859365	0.38034	3.88181
Nsun5	1.89283	0.868153	0.707233	18.4888	24.9133	30.7373	7.31234
Tcp11l2	0.17327	0.489625	0.339802	0.39364	3.48558	3.47024	0.578818
Fam47c	0	0	0	0	0.13918	0.121771	0
Tcof1	21.3706	5.95967	4.90403	16.9735	14.705	11.9608	18.0274
Cbln3	0	0.00982359	0.0605501	0.0183025	0	0.0447954	0
Ntrk1	0	0.0375315	0.0329241	0.0691152	0.147912	0	0.106657
Efcab5	0.0558267	0.0598635	0.0966322	0.213728	0.0793882	0.136454	0
Nlrp10	0	0	0	0	0	0.0250349	0.0594858
1700003P14Rik	0	0	0.10108	0.153856	0	0.0873778	0
Ifitm10	0.207207	0.191529	0.245978	0.0954581	0.166614	0.235246	0.0420355
Wdr44	1.27494	1.3536	0.700655	17.3955	3.20174	2.09999	0.944308
Ipmk	9.64569	9.86701	10.9113	18.6375	5.52972	2.41796	2.82048
Supv3l1	112.431	36.6715	63.3056	21.2712	20.1609	12.5082	7.32639
Mir30e	NA	0	0	0	0	0	0
Reep4	20.8943	13.6904	16.6591	8.97313	7.30083	6.11921	4.06983
Stox2	1.50007	0.535979	0.475669	0.236523	0.116407	0.00393486	0.153739
Hs3st4	0	0	0	0	0	0	0
Rasal1	0.103402	0.367691	0.271403	0.0544405	0.0166062	0	0.209778
Arsb	20.7237	11.0433	16.2177	0.916995	0.0666436	0.037698	0
Aldob	0	0.0257325	0.0450158	0.117407	0.115041	0	0
Olfml1	0.181496	2.06502	1.3827	0.046542	0	0.0400161	0
Slc39a6	54.1291	63.8664	61.1513	17.9383	7.18691	7.02003	1.41841
Milr1	0	0	0.133885	0.181537	0.316085	2.2219	0.141958
Repin1	6.94634	2.00918	2.80434	0.509069	0.531053	0.129081	1.29286
Abca9	1.03911	1.11762	0.740469	0.0751003	0	0	0
Ndufaf5	0.149696	0.530408	0.155169	5.85251	5.74019	5.71788	4.97945
Frat2	0	0	0	0.736499	0.463637	0.344007	2.27603
Klhl35	0	0.0257476	0.0450419	0.117474	0.143883	0.0201989	0
Zfp804a	0	0	0	0	0	0	0
1200014J11Rik	3.78467	4.8739	3.05145	11.7326	9.51807	6.54014	3.28771
Cntn2	2.04846	0.691535	0.326011	0.146586	0.0433179	0.0384313	0.0272987
Phtf2	55.7066	36.5503	29.3539	22.1563	12.7189	6.15922	1.94975
Gm21951	0	0.00148095	0.00193039133333333	0.00130872166666667	0.00221454166666667	0	0.000857311666666667
Mast3	1.29197	0.285275	0.540718	1.05658	4.14292	3.98668	0.694804
Gm13539	0	0	0	0	0	0	0
Pkp4	11.4587	10.149	12.1894	20.6058	4.99216	2.6388	5.20094
Mir1191b	0	0	0	0	0	0	0
Arhgef39	410.295	132.064	111.181	29.5512	11.408	8.03206	5.10215
Mir292b	0	0	0	0	0	0	0
Cyp3a41b	0	0.0241644	0	0	0	0	0
Pef1	1.35376	2.792	3.51916	5.83435	18.3805	31.9557	9.13833
Pip	0	0	0	0	0	0	0
Wars	34.8315	22.9299	23.3573	7.3509	18.0174	15.3258	11.9621
Mmgt1	18.2459	10.3921	10.6466	11.1513	9.71337	13.8488	2.59096
Arl13a	0	0	0.102546	0	0	0	0
1600015I10Rik	0	0.117819	0.327172	3.46754	0.198811	0.108883	0
Ppme1	75.8367	53.9984	91.9003	7.53682	5.95277	10.941	2.2981
Topors	22.765	18.1831	15.9839	23.4487	20.0639	22.4559	22.3841
Nanos2	57.1018	41.7169	50.1905	3.37613	2.60084	1.53176	0
Shisa9	0.243287	0.531635	0.383028	0.00899708	0	0	0
Vmn1r213	0	0	0	0	0	0	0
4933426M11Rik	3.30893	0.332918	0.285072	7.91572	12.9452	5.07703	1.06116
Mir6409	0	0	0	0	0	0	0
Tbc1d31	1.1425	0.705436	0.926271	0.384364	0.740909	0.497356	2.46888
Cdkn2c	0	0.769988	0.734589	1.13369	1.37563	1.77344	0.982759
Olfr769	0	0	0	0	0	0	0
Slurp1	0	0	0.128558	0	0	0	0
Gng5	67.5421	103.813	249.426	52.1286	38.2545	50.8943	541.106
Lims1	14.1573	11.3624	12.8329	11.981	7.8427	7.27331	6.01547
2810454H06Rik	0.0240334	0.409046	0.239393	0.361748	0.134586	0.149124	0.533683
4930526I15Rik	0.301608	0.340797	0.415756	0.818876	1.64677	0.894082	0.741383
Hspa1b	0.0967062	0.308577	0.489087	0.788264	1.18599	0.5658	0.683134
Slc25a22	6.1443	3.0841	4.4117	1.79333	6.54451	9.34667	0.759947
Dnajb6	42.8373	110.515	126.094	207.711	436.066	551.066	59.0779
Rcor1	10.4717	7.68644	4.03496	28.4613	12.9665	12.4044	2.92881
Mrgpre	0	0	0	0	0	0	0.0357704
Pdgfrl	0	0.204646	4.66755	13.9183	3.06053	0.977144	1.33672
4930538K18Rik	0.100446	0.279135	0.0912095	1.32171	0.424832	0.0809505	0
Cdk12	6.13063	8.52042	8.58394	11.5475	7.7449	5.34395	4.95143
Gm11541	0	0.734362	0.801293	0	0.13609	0	0
Gnai2	28.9249	14.266	8.96687	13.6517	15.332	15.5848	15.1996
Nags	0	0.0235062	0	0.0215114	1.81707	0.573685	0
Olfr642	0	0	0	0	0	0	0
Uba1y	0	0	0.0103584	0.125805	2.67138	1.19942	0.03369
A1bg	9.34365	11.4739	15.7466	1.92615	0.403728	0	0
Wwox	4.67671	5.96075	11.385	1.24595	0.565635	0.432411	1.8625
Prss58	0	0	0	0	0	0	0
Tbc1d23	11.9834	5.65766	3.18056	12.1521	4.85925	6.73305	5.05813
D7Ertd143e	0	0	0.0484515	5.33429	8.79945	5.68187	31.9792
A530046M15Rik	1.41673	3.49953	1.56967	0.061358	0	0	0
Poli	8.10228	6.9823	4.33322	0.518211	0.287418	0.195558	7.42994
Htr1b	0	0	0.0415324	0	0	0.108975	0
Mir883a	0	0	0	0	0	0	0
Prob1	0.0935163	0.0573293	0.277674	0.311643	0.358579	0.130767	0.0274022
Ccr10	0	0	0	0	0	0	0.0834726
Saa4	0	0	0	0	0	0	0.0694599
Pcdhgc5	0	0.0169753	0.0123022	7.8653e-26	1.10738e-31	1.10822e-09	0.0902807
Olfr889	0	0	0	0	0	0	0
Cep192	5.58389	5.42155	5.06176	6.91411	5.32112	5.7782	3.26077
Pisd-ps2	0.306137	1.41702	1.21902	0.542791	2.60611	1.89789	0.148563
Slu7	40.1925	33.9661	19.8627	40.02	48.1654	41.8777	7.27813
Efcab9	0	0	0	0.0712571	0	0	0.224078
Olfr681	0.0463874	0	0	0.0271868	0	0	0
Cacng5	0	0	0.0563309	0.0115801	0	0	0
Gm11201	0.0199272	0	0	2.52048e-10	0	0	0.080947
Cdkl4	0.761249	1.03141	0.963204	2.495	1.33069	1.69471	0.0932695
Ankrd42	3.33721	2.75581	2.26682	3.80526	5.88337	3.66545	0.0493241
Rps18	3.13634	3.43294	2.83746	54.4625	218.602	367.119	623.097
Hist1h3i	0.739492	0.242893	0.345053	0.231348	0.317232	0.670451	0.223455
Klk1b5	0	0	0	0	0	0	0
Pdxp	1.95908	2.05247	3.24119	15.2484	2.23969	0.747016	1.90871
Adat3	0.271981	0.150676	0.0655704	8.83607	18.0429	7.36752	1.89154
Olfr317	0	0	0	0	0	0	0
Malt1	0.0516363	0.120069	0.27658	0.353034	1.84925	1.05639	0.264963
Clca5	0	0.0717924	0.0526324	0.0222305	0	0	0
Dhcr24	0.0977705	0.104645	0.112534	2.32866	0.461759	0.317193	7.05463
Phldb1	0	0.0168686	0	0.0236142	0	0	0.363234
Mir499	0	0	0	0	0	0	0
Efcab12	26.3284	12.2026	6.87348	3.40449	0.686786	0.861665	0.216668
Klra10	0	0	0	0	0	0	0
Gsx2	0	0	0.0540126	0	0	0	0
Zcchc5	0.137575	0.162747	0.0714585	0.120269	0	0	0
Runx1t1	11.2963	10.3138	9.16481	2.53143	1.76934	1.28272	0.306991
Ccdc170	3.1436	3.1596	1.37328	0.316766	0.0516995	0.0908482	0.0652626
Wfdc15b	0	0.146737	0.121832	0	0	0	0
Slc25a45	0	0	0	0.0755711	0.061733	0.0216445	0.0779579
Lcor	6.19793	6.87028	5.69851	2.74506	0.871512	0.61682	0.0856313
Mphosph6	2776.41	2679.7	2361.88	456.186	93.4968	84.4999	80.5687
Nfkbid	0.814959	0.572761	0.152527	0.0454969	0	0.0782486	0.351708
Stat3	48.3453	21.84	24.1423	5.35341	6.64478	3.43526	4.25333
Pagr1a	1.52174	2.86039	4.91364	11.2982	17.488	16.4621	10.2899
Lhpp	19.1949	25.1612	34.8359	3.00671	2.32732	0.826621	0.542787
Atp5a1	106.658	83.123	80.6186	88.8258	281.562	334.107	186.931
Coq9	1.34692	5.58353	8.05344	4.89991	20.1488	8.72111	8.35545
Folr1	0.0599101	0.229722	0.862482	160.907	379.022	475.442	14.2242
Pik3r2	0.106169	0.0603667	0.530376	0.684154	4.43571	2.4806	1.72174
Tmem150a	98.9936	12.6405	9.38101	2.63146	0.845788	0.456665	2.04024
Lrrc26	0	0	0	0.0812126	0	0.10414	0
Nat9	0.871576	2.18225	1.24565	2.81035	7.83873	8.4746	3.14589
Lrig3	0.939582	0.21964	0.13223	0.0859548	0	0.0742105	1.15803
Polq	0.336492	0.333704	0.448608	6.87312	4.56298	4.56137	0.644259
Olfr1295	0	0	0	0	0	0	0.172047
Olfr1261	0	0	0	0	0	0	0
Enpp2	11.629	3.91525	2.35224	0.507222	0.232241	0.0984249	0.0781024
Mmp17	0.0380843	0.0542305	0	0.0502727	0.138164	0.151821	0.464724
4930515B02Rik	0	0	0	0	0	0	0
Mir6400	0	0	0	0	0	0	0
Hist1h2bl	1.33206	0.310052	0.814367	0.150385	0.0473107	0.145541	1.07495
Ncald	12.9553	26.1457	13.3455	1.51466	0.10975	0.0996647	0.0395313
Klra17	0	0	0	0	0	0	0
Abca8a	0	0.0655282	0	0.038234	0	0	0.0235228
Rsph3b	5.47935	8.82564	8.55314	0.813356	0.356284	0.835077	0.450086
Nfkbiz	23.6992	3.6435	1.00411	0.262498	0.030532	0.0833382	0.385153
Ptpn3	0.460832	0.222712	0.278653	0.396233	0.663482	1.23668	0.681528
Tob2	50.88	15.6395	10.1162	15.1978	4.85858	1.23299	1.64516
Aldh2	3.05169	6.60958	6.43698	1.00612	2.13609	1.27225	3.87003
Smok2a	0.16287	0.541468	0.485518	0	0	0	0.0802151
Ywhah	3.88724	11.6584	13.9239	32.6528	24.9409	48.4375	84.1608
Camsap3	25.6376	4.06243	3.00235	0.242437	0.148027	0.0785652	0.840013
Evc2	0	0.0341331	0	0	0	0	0.846837
4933400A11Rik	0.0648901	0.0445738	0	0.0794267	0	0	0
Bbs1	0.0229518	0.0164402	0	0.514134	0.131063	0.0812412	0.236056
Nsmaf	0.624873	0.687626	1.09056	0.237502	0	0.0647152	1.38659
Gm14345	0	6.10138e-05	1.33465e-05	4.24046e-05	4.50184e-05	0	0.000776659
4930463O16Rik	0	0	0	0	0	0	0
Prelid1	50.122	22.5155	24.0468	99.0808	147.451	114.928	86.3861
Mcm3ap	21.9833	7.53338	5.02331	2.0596	1.94097	1.38162	2.26662
Tcf24	0	0.0879416	0.0110495	0.0349841	0	0.140909	0.251451
Maged2	0	0.0236381	0.248517	0	0	0.0558473	2.67623
Acp5	1.77855	1.36208	2.10355	0.714429	2.33587	28.0127	0.422082
Mtbp	19.8299	12.8918	6.62799	1.00635	1.88619	1.65307	2.31974
Pih1d1	2.22193	3.88348	2.19718	10.7084	21.3368	28.3098	16.6396
2810408A11Rik	0	0	0	0	0.0341835	0.0239331	0.604502
4931406H21Rik	0	0	0	0.282646	0.607434	1.02472	0
Mir3107	0	0	0	0	0	0	0
Abcc6	0.0782845	0.0653381	0.0822062	0.0696062	0.053087	0.0526195	0
Fdx1l	0.984677	3.10048	3.97606	8.6866	18.8169	18.8358	24.6702
9530026F06Rik	0	0	0.0582568	0	0.0725049	0	0
Nhlrc4	0	0	0	0	0	0	0
Krtap22-2	0	0	0.472531	0.211319	0	0	0
Fam83a	0	0	0	0	0	0	0.202637
Ceacam20	32.3912	53.5813	57.3764	12.9624	0.449477	0.383044	0.0472573
Mir7229	0	0	0	0	0	0	0
Tipin	258.876	173.84	187.088	314.565	307.795	225.15	300.25
Cep85	20.8662	16.4835	13.0256	6.44162	7.13558	4.99567	5.2467
Mrpl51	2.91993	7.54066	5.99868	56.3014	60.896	50.9831	131.338
Slc38a8	3.60554	3.68103	5.85854	2.08713	1.81259	1.29177	0.10516
Actr3b	3.51763	2.30794	2.46006	1.25134	0.433544	0.256942	1.26368
Morn4	3.51497	4.61556	4.44896	1.14538	1.34117	0.677911	2.12698
Pigh	3.01072	0.553393	0.239201	12.1256	11.8675	7.60927	3.58118
Arih2	0.762865	1.01053	2.71962	21.2743	51.1049	59.5842	4.9098
Jak3	0	0.0128065	0.0112622	0.125275	0.727519	0.166805	0.47597
Vmn1r169	0	0	0	0	0	0	0
Commd4	0.114389	0.832678	0.259436	9.80141	24.1009	20.3957	77.5968
Gm2927	0	0.0125036	0.0127421	0.00730692	0.0688475	0	0.00429664
Ap1b1	50.3605	18.4167	15.5891	16.4663	21.1795	19.7259	3.76504
Lmod3	0.124872	0.154092	0.366407	0	0.123505	0.66012	0
Aim1l	0	0.019482	0	0.508215	0.420867	0.635011	0.698267
Cul9	0.16123	0.0231609	0.0255357	0.281976	0.251245	0.0844201	0
Syt13	0.316799	1.19179	0.353083	0.11645	0	0.0100509	0.0358711
Mir6481	0	0	0	0	0	0	0
Ptf1a	0	0	0	0	0	0	0
Gtf3c5	0.121087	0.137388	0.346794	17.5508	23.5979	15.0469	3.32444
Cdca3	131.843	51.5258	72.2595	44.5976	43.6733	49.4878	58.9905
1700028D13Rik	0	0.139365	0	0	0	0	0
Spata2	5.67037	3.88146	4.63757	16.4409	18.5863	8.59259	1.20805
Gm16998	0.0648901	0	0	0	0	0	0
Arpc1a	1.50299	3.10778	3.8802	73.8476	57.7423	34.0156	19.1656
Dyrk4	0.136719	0.120228	0.273613	0.571733	0.888462	0.775493	0.0679779
Exph5	0.01962	0.0188125	0.215811	0.0838064	0.0322605	0.198444	0.0542141
BC027231	1.58459	1.42606	4.19801	24.2228	20.181	9.91944	6.258
Pik3c2a	8.72751	10.0562	7.45178	12.9982	10.0734	10.4021	1.21856
Ppm1e	1.73856	1.07273	1.9487	0.785896	0.404907	0.0644272	0.0208347
Cyp2j9	0	0.0258687	0.0226257	0	0	0	0
Tex29	0	0	0	0	0	0	0
Dram2	11.1341	18.7404	15.2942	4.94351	1.69148	7.77832	3.08881
Islr	0.188761	0.166317	0.332792	0.152153	0	0.139989	0
Elf5	0	0.0233894	0.0409605	0	0	0	0
Supt7l	18.2118	12.1315	16.3462	8.28098	14.7703	9.54849	2.77633
Nup50	31.25	35.6737	36.8867	28.5546	22.2481	16.2942	9.85753
Il9	0	0	0	0	0	0	0
Snap91	4.38581	5.10347	5.89844	1.21984	0.941759	2.04712	0.845645
Rap1a	21.2798	31.6139	24.766	7.64731	8.23007	17.8946	9.0194
Gm20324	0	0	0	0	0	0	0
Cd8a	0.021665	0.0152433	0.688004	0.185246	0.208938	0.378232	0
1700125G02Rik	0	0	0	0	0	0	0
Sall4	109.851	48.7029	26.8343	56.5728	65.1376	75.964	56.7661
0610039K10Rik	0	0.124256	0.0549267	0.472652	0.419648	0.309896	0.338608
Astn1	0.537593	0.202438	0.323307	0.0532832	0.00720724	0	0
Mir92-1	0	0	0	0	0	0	0
Adamtsl3	0.139294	0.124997	0.143298	0.0935918	0	0	0.0179829
Rhbdl2	0	0.0903369	0.156761	1.72917	3.16549	2.45256	0.125097
Cyp4x1	0	0	0	0	0	0	0
Cenpn	378.762	268.162	260.554	54.7166	32.3986	29.5529	16.562
Hat1	50.1886	24.1287	14.3057	35.004	72.2282	108.192	271.025
Tmco4	6.3389	4.002	4.79859	0.913357	0.743879	0.650881	0.407974
Serpinb3a	9.74308	14.7936	9.30662	1.86855	0.282047	0.0986854	0
Lmnb2	1.14677	0.269656	0.173126	0.273704	1.09861	1.79906	7.39079
Daglb	10.4317	7.1903	9.15527	0.950835	0.763406	0.550669	0.879265
Gp6	0	0.14519	0.0419352	0.0429137	0.581	0	0
Fam117a	9.725	6.42884	5.57806	7.75072	2.4543	0.569999	1.62403
Cdc27	42.3055	50.6046	39.7652	25.6548	21.7084	31.3553	8.90913
Mir6907	0	0	0	0	0	0	0
Hist1h2bc	9.41041	10.73	9.52886	2.25522	1.57097	0.592126	16.222
Prss16	0	0.0461015	0.121109	0.063321	0.0258366	0.236086	0.78275
Atg13	2.67187	4.14972	5.79853	11.9931	33.6523	35.252	3.20986
Mettl9	68.5068	31.024	40.133	32.5925	5.34164	13.871	16.8641
Gm11346	3.1061	2.47201	1.485	0	0	0	0.139016
Psph	3.86248	1.4281	2.04509	6.14034	12.8084	17.4318	67.4931
Cpz	0	0	0	0	0	0.0718802	0
Irf5	0	0	0	0	0.60826	2.2808	0.127946
Mc3r	0	0.0184899	0.0648875	0	0	0	0
Uqcr11	0	3.59627	4.48798	33.9883	42.1287	45.1403	412.342
Cox11	0.684547	0.577503	2.3173	3.58116	6.86034	4.91917	10.2754
Zfp248	2.07806	2.40771	2.10604	0.0716786	0.0729493	0.0412401	0.883281
2410141K09Rik	0.0981506	0.370179	0.631256	2.27244	3.75781	17.3052	8.94589
Mir615	0	0	0	0	0	0	0
Edn1	5.4586	9.46699	1.92746	0.25	0	0.0331129	0.118785
Gm4890	0.0526902	0.0737901	0.0981907	0.289719	0.105025	0.0591903	0.318075
Slc7a15	0	0	0	0	0	0.0392999	0
Arih1	13.9787	12.2039	9.76201	11.8612	3.02298	2.37261	3.84156
Prl3d1	0	0	0	0	0	0	0
Hist1h4m	0.516409	5.04489e-05	1.33795	0	5.8609e-05	5.72055e-05	0.000177334
Hoxb1	0.0682064	0.0239931	0.0210017	0.0438866	0	0.0377496	0
Mmp27	0.0892547	0.0311396	0.0815281	0	0	0	0
Slc17a6	0.0151139	0.021589	0.104512	0	0	0	0.0309191
Vmn2r32	0	0	0.0166665	0	0	0	0
Fam115c	0	0	0.0868454	0.0611897	0	0	0.282591
Gad1	0	0.0147281	0.0258838	0	0	0	0.0420216
Zfp111	0.699235	2.43974	2.86007	0.218145	0.218645	0.24032	1.15759
4931440F15Rik	0	0.00725959	0.210531	0.0134427	0.213503	0.0289889	0
Mir295	0	0	0	0	0	0	0
Gm3435	0.678139	0.396614	0.362943	1.03215	1.48275	0.808053	1.47948
Pdxk-ps	0	0	0	0.0962428	0.094203	0	0
Rnf112	0	0	0.0277423	0	0	0	0
Kat2a	3.61547	1.97754	3.36528	7.98168	11.5648	12.5412	9.17683
Maf	0	0.0647371	0.0569286	0.0600604	0.0293405	0	0
A930011G23Rik	0.139171	0.198042	0.385434	0.248965	0.032015	0	0
Cyp2d11	0	0	0	0	0	0	0
Olfr638	0	0	0	0	0	0	0
Olfr1273-ps	0	0	0	0.0561373	0	0	0
Gm6936	0	0	0	0	0	0.0285232	0
S100a2	0	0	0	0	0	0	0
Ppp1r12b	5.52123	3.08729	1.89968	0.932949	0.464075	0.438527	0.0433657
Anapc10	29.8724	27.5291	20.7941	21.1498	40.0369	53.6158	32.4752
1110015O18Rik	0	0	0	0	0	0	0
Txndc5	114.51	27.5068	23.9847	2.84272	0.784279	1.16342	6.19834
Klhl2	5.41	4.4208	3.45783	3.77617	2.36327	1.46302	3.96116
Invs	0.282792	0.372764	0.819076	0.519966	0.377606	0.39979	1.96431
5730408K05Rik	0	0.90105	1.84924	12.2202	12.1578	8.72048	57.8897
Camk1d	7.99951	6.32253	4.91832	2.18951	0.495654	0.065887	1.09345
Mbd5	8.65088	6.15071	10.7941	3.78437	2.18905	1.31292	0.0749242
Psmf1	18.7878	31.7088	34.3714	4.36654	8.1737	8.27228	3.58264
Sync	1.64088e-11	2.08043e-10	0	0.587951	2.8637	5.43336	1.59524e-10
Sfrp4	0	0	0.0507381	0.0791722	0	0	2.69632
Dlgap3	0	0	0	0	0	0	0.484069
Chdh	7.29919	6.71506	6.74804	0.487167	0.222415	0.361228	0
Cdon	0.386988	0.467197	0.367452	0.324971	0.0576408	0.00510948	0.0908246
9530026P05Rik	0	0	0	0	0	0	0
Strn4	3.65188	3.87476	5.01746	1.77752	1.40171	2.12565	4.68901
Tlr2	0	0	0.0443744	0	0	0.134052	0.527657
